"Broadmoor Records"
"Broadway Records"
"Broken Records"
"Broken Spoke Records"
"Bronze Records"
"Bros Records"
"Brother Records"
"Brown Note Rechords"
"Bruc Records"
"Brunswick Records"
"Brushfire Records"
"Brute/Beaute Records"
"BSD Records"
"Buddah Records"
"Buddyhead Records"
"Buddyhead"
"Buena Vista Music Group"
"Bug Klinik Records"
"Bulb Records"
"Bullet Records"
"BulletProof Music"
"Bullseye Records of Canada"
"Bumstead Records"
"B-Unique Records"
"Bungalo Records"
"Bunny Huang Records"
"Burgundy Records"
"Burning Heart Records"
"Burning Shed"
"Burnt Toast Vinyl"
"Business Deal Records"
"Butterfly Recordings"
"BYG Actuel"
"BYO Records"
"C.I.A. Records"
"C/Z Records"
"C4 Records"
"Cacophonous Records"
"Cadence Jazz Records"
"Cadence Records"
"Cadet Records"
"Caedmon Audio"
"Caff Records"
"Calabash Music"
"Caldo Verde Records"
"Camcor Records"
"Cameo Records"
"Cameo-Kid"
"Cameo-Parkway Records"
"Camino Records"
"Camp Records"
"Canaan Records"
"Candid Records"
"Candle Records"
"Candlelight Records"
"Candy Ass Records"
"Cantaloupe Music"
"Capitol Hill Music"
"Capitol Music Group"
"Capitol Records"
"Capricorn Records"
"Captain Oi! Records"
"Captains of Industry"
"Captivity Records"
"Caravan of Dreams Productions"
"Carbon Copy Media"
"Cardinal Records (1920s)"
"Cardinal Records (1950s)"
"Cardinal Records (1964)"
"Cargo Records"
"Caribou Records"
"Carish"
"Carl Lindstrom Company"
"Carnival Records"
"Caroline Distribution"
"Caroline Records"
"Caroline Records"
"Carpark Records"
"Carrot Top Records"
"Casablanca Records"
"Cash Flow Entertainment"
"Cash Money Records"
"Castle Communications"
"Catbird Records"
"Catmobile Records"
"Caulfield Records"
"Cause 4 Concern Recordings"
"Cause for Concern"
"Caustic Eye Productions"
"Cavalier Records"
"Cavity Search Records"
"CBC Records"
"CBS Masterworks Records"
"CBS Records"
"Cedille Records"
"Celestial Recordings"
"Celluloid Records"
"Celtic Heartbeat Records"
"Celtophile Records"
"Cement Shoes Records"
"Cenotaph"
"Centaur Records"
"Century Records"
"Century Media Records"
"Chainsaw Cassettes"
"Chainsaw Records"
"Chalice"
"Challenge Records (1920s)"
"Challenge Records (1950s)"
"Challenge Records (1994)"
"Chameleon"
"Chamillitary"
"Champion Records"
"Chancellor Records"
"Chandos Records"
"Chappelle and Stinnette Records"
"Chapter Music"
"Charged Records"
"Charisma Pink Scroll Label"
"Charisma Records"
"Charly Records"
"Charnel Music"
"Chart Records"
"Cheap Records"
"Checker Records"
"Checkered Seagull"
"Cheeky Records"
"Cheetah Records"
"Chemical Records"
"Chemikal Underground"
"Cherokee Records"
"Cherry Red"
"CherryDisc Records"
"Cherrytree Records"
"Chesky Records"
"Chess Records"
"Chi Sound Records"
"Chich\305\253kai Label"
"Chimney Sweep Records"
"China Record Corporation"
"China Records"
"Chinga Chang Records"
"Chiswick Records"
"Chocodog Records"
"Chocolate Fireguard Records"
"Chocolate Frog Records"
"Chopper City Records"
"Chrysalis Records"
"Chunksaah Records"
"CI Records"
"Cinepoly Records"
"Cinevox"
"Cinnamon Toast Records"
"Cinoci Records"
"Circle Records"
"Citinite"
"City Centre Offices"
"City Slang Records"
"The C Kunspyruhzy"
"Claddagh Records"
"Clash Records"
"Class Act Records"
"Classic Concert Records"
"Classic Produktion Osnabr\303\274ck"
"Clay Records"
"Clean Feed Records"
"Clean-up Records"
"Cleopatra Records"
"Cleveland International Records"
"Clickpop Records"
"Clockrock Recordings"
"Clockwork Entertainment"
"Clockwork Recordings"
"Clover G Records"
"Clover Records"
"CLS Records"
"Club King"
"Club Montepulciano Recordings"
"Clubbo Records"
"CMC International"
"Creole Records"
"Cobra Records"
"Cock Rock Disco"
"Coconut Records"
"Cocoon Recordings"
"Coed Records"
"Coercion Records"
"Cold Chillin' Records"
"Cold Meat Industry"
"Cold Spring"
"Colgems Records"
"Collectables Records"
"Collins Classics"
"Colonial Records"
"Colortone Records"
"Colpix Records"
"Columbia Graphophone Company"
"Columbia Masterworks Records"
"Columbia Music Entertainment"
"Columbia Records"
"Combat Records"
"Come Organisation"
"Comedy Central Records"
"Command Performance Records"
"Command Records"
"Commodore Records"
"Compadre Records"
"Compass Records"
"Composers Recordings, Inc."
"Compost Records"
"Concept Records"
"Concert Artist Recordings"
"Concert Hall"
"Concord Music Group"
"Concord Records"
"Conqueror Records"
"Conspiracy Music"
"Constantinople Records"
"Constellation Records"
"Contemporary Records"
"Continental Records"
"The Control Group"
"Cook Records"
"Cooking Vinyl"
"Cooltempo Records"
"Coral Records"
"Cordless Recordings"
"Cornerstone RAS"
"Coronet Records"
"Corporate Punishment Records"
"Corpus Christi Records"
"Corwood Industries"
"Cotillion Records"
"Couch Fort Records"
"Cowboy Records"
"CP Records"
"Crafty Plugz"
"Crammed Discs"
"Crank! Records"
"Crash Music Inc."
"Crass Records"
"Crave Records"
"Craze Productions"
"Crazy Music"
"CRD Records"
"Cream Records"
"Creation Records"
"Creative Vibes"
"Credential Recordings"
"Creeping Bent"
"Creole Records"
"Crescent City Records"
"Crescent Records"
"Criminal IQ Records"
"Criminal Records"
"Crimson Records"
"Croatia Records"
"Crony Records"
"Crossroads Music"
"Crown Records"
"Croxton Records"
"Crunchy Frog Records"
"Cruz Records"
"Crydamoure"
"Crying Sun Records"
"Crypt Records"
"Cryptogramophone Records"
"CTI Records"
"Cub Records"
"Cube Records"
"Cuca Records"
"Culburnie Records"
"Culture Press"
"Cumberland Records"
"Cuneiform Records"
"Curb Records"
"Cursed productions"
"Curtom Records"
"Custard Records"
"Cutting Edge"
"Cypress Records"
"Czar Entertainment"
"Czyz Records"
"D Records"
"D.P.G. Recordz"
"D1 Music"
"D1 Recordings"
"Da Lench Mob Records"
"Daddy Fresh Music"
"Daemon Records"
"Daesung Entertainment"
"Daffodil Records"
"Damaged Goods"
"Dame Dash Music Group"
"Damon Records"
"Dance Mania"
"Dance Pool"
"dance to the radio"
"Dancing Cat Records"
"Dancing Ferret"
"Dancing Turtle Records"
"Dandelion Records"
"Danger Crue Records"
"Dangerbird Records"
"Dangerhouse Records"
"Daptone Records"
"Dark Dungeon Music"
"Dark Horse Records"
"Darla Records"
"DataObscura and Blue Oasis"
"Data Records"
"Dawn Raid Entertainment"
"Dawn Records"
"Daylight Records"
"DaySpring Records"
"DB Records"
"D-Block Records"
"DC Flag Records"
"DCE Records"
"DCide"
"De Luxe Records"
"Dead Daisy Records"
"Dead Oceans Records"
"Dead Reckoning Records"
"Deaf American Recordings"
"Deaf Records"
"Deary Me Records"
"Death Row Records"
"Deathlike Silence Productions"
"Deathwish Inc."
"Debut Records"
"Decaydance Records"
"Decca Records"
"Deceptive Records"
"Deck Cheese"
"Decon Records"
"Deconstruction Records"
"Dedicated Records"
"Deep Elm Records"
"Deep Krate Recordingz"
"Deep Shag Records"
"Deep South Entertainment"
"Deep Soul Records"
"Deeper Rekords"
"Def American"
"Def Jam Recordings"
"Def Jam South"
"Defiance Records"
"Definitive Jux"
"Defstar Records"
"Dekema Records"
"Delerium Records"
"Del-Fi Records"
"Delicious Vinyl"
"Delmark Records"
"Delphine Records"
"Deltasonic"
"Deluxe Records"
"Dembitzer Records"
"Democracy Records"
"Demon Records"
"Dental Records"
"Dented Records"
"Dependent Music"
"Dependent Records"
"Deptford Fun City Records"
"Deram Records"
"Derby Records"
"Derrty Ent."
"Desert Storm"
"DeSoto Records"
"Desperation Records"
"Desto Records"
"Detour Records"
"Deutsche Grammophon"
"Deviant Records"
"Deviation Records"
"Dew Process"
"Dewdrops Records"
"DFA Records"
"DGC Records"
"Dial Records (1946)"
"Dial Records (1964)"
"Dial Records (1998)"
"Dial Records (1999)"
"Diamante Music Group"
"Dice Records (1950/60's NY label"
"Dice Recordings"
"Dick Bros Record Company"
"Diffusion Records"
"Digital Hardcore Recordings"
"Digital Structures"
"Dimension Records"
"Dine Alone Records"
"Dino Entertainment"
"Diplomat Records"
"Diplomat Records (budget)"
"Dirtnap Records"
"Dirty Records"
"Disa Records"
"Disasters by Choice Records"
"Dischord Records"
"Discipline Global Mobile"
"Disco Blanco Recordings"
"Discodance"
"Discos Taxco"
"Discos y Cintas Denver"
"Discovery Records"
"Diskos"
"Diskoton"
"Disneyland Records"
"Disorient Records"
"Displeased Records"
"Disques Dreyfus"
"Disques Victoire"
"Disques Vogue"
"Distance Records"
"Distinct'ive Breaks Records"
"Distinct'ive Records"
"Distort Entertainment"
"Distribution Select"
"Disturbing tha Peace"
"Diva Records"
"Divine Records"
"DIW Records"
"Dixieland Jubilee Records"
"Dixieland Records"
"DJM Records"
"Do It Records"
"Doctor Dream Records"
"Document Records"
"Dog Meat Records"
"Doggystyle Records"
"Doghouse Records"
"Doll House Recordings"
"Dolores Recordings"
"Dolphin Music"
"Dolton Records"
"Domino Records"
"Domino Records"
"Domino Records"
"Domo Records"
"Don Giovanni Records"
"Doomtree"
"Dopamine Records"
"Dot Dash Recordings"
"Dot Records"
"Double Zero Records"
"Doublemoon"
"Dovecote Records"
"Down Peninsula Audio"
"downpatrecords"
"Downtown Records"
"Drag City Records"
"Dragon Records"
"Dragon Street Records"
"Dragonfly Records"
"Drakkar Entertainment"
"Dramatico"
"DreamWorks Records"
"Drive-Thru Records"
"Driven Music Group"
"Dro Records"
"DROG Records"
"Drone Records"
"Drop Bass Network"
"DRT Entertainment"
"Drugstore Records"
"Drumcode Records"
"DSCI4"
"DSFA Records"
"D-Trash Records"
"Duck Down Records"
"Duck Records"
"Ductape Records"
"Duke Records"
"Duke Street Records"
"Duna Records"
"Dunhill Records"
"Dunwich Records"
"Duophonic Records"
"Durium Records"
"Dusk Fire Records"
"Dust Traxx Records"
"Dutch East India Trading"
"DVS Records"
"Dynamica"
"DynoVoice Records"
"D\303\270dpop"
"E1 Music"
"Eagle Records"
"Eagle Rock Entertainment"
"Eagle Rock Records"
"Earache Records"
"Eardrum Records"
"Early Records"
"Earthly Delights"
"Eartube Empire"
"Earwig Music Company"
"East West Records"
"Eastern Conference Records"
"Eastern Developments Music"
"EatUrMusic"
"EBUL"
"Ebullition Records"
"Echo Records"
"ECM"
"Ecstatic Peace!"
"Ecstatic Yod"
"Ed Banger Records"
"Edel Music"
"Edel-Mega Records"
"Edison Bell Winner Records"
"Edison Records"
"Edition Lilac"
"Editions Mego"
"Eenie Meenie Records"
"Eerie Materials"
"EFM Records"
"E.G. Records"
"EGREM"
"Eibon Records"
"El Cartel Records"
"Electrecord"
"Electric Honey"
"Electrola"
"Elefant Records"
"Elefant Traks"
"Elektra Records"
"Elementree Records"
"Elenco"
"The Elephant 6 Recording Company"
"Elephant Stone Records"
"Eleven Seven Music"
"Eleven: A Music Company"
"Ellahy Amen Records"
"Em:t Records"
"E-Magine Records"
"Emanem Records"
"EmArcy Records"
"Embassy Records"
"Emerald Moon Records"
"Emerald Music"
"Emerald Records (1966)"
"Emerald Records (2000s)"
"Emergency Broadcast System Records"
"Emergency Records"
"Emerson Records"
"EMI"
"EMI America Records"
"EMI-Capitol Special Markets"
"EMI Christian Music Group"
"EMI Classics"
"EMI Hemisphere"
"EMI Latin"
"EMI Records"
"Emotional Syphon Recordings"
"Emperor Entertainment Group"
"Emperor Norton Records"
"empreintes DIGITALes"
"Emu Music"
"End All Life Productions"
"End Records"
"Endearing Records"
"Energy Rekords"
"Enigma Records"
"Enjoy Records"
"Ensemble Medusa"
"Ensign Records"
"Enterprise Records"
"Entr'acte Recording Society"
"Enzyme Records"
"Epic Records"
"Epidemic Records"
"Epitaph Records"
"Epitonic Records"
"Equal Vision Records"
"Equator Records (Canada)"
"Equator Records (Kenya)"
"Equity Music Group"
"Era Records"
"Erato Records"
"Eroica Classical Recordings"
"Ersatz Audio"
"Erstwhile Records"
"Eskaton"
"ESL Music"
"ESP-Disk"
"Esquimaux Management"
"Esquire Records"
"Essential Records (Christian)"
"Essential Records (London)"
"Essex Records"
"Estrus Records"
"Esurient Communications"
"Eternal Records"
"Eulogy Recordings"
"Eurodisc"
"Europa"
"Ever Reviled Records"
"Everest Records"
"Everloving Records"
"Evil Office"
"Evil Teen Records"
"Evoke Records"
"Excel Records"
"Excello Records"
"Excelsior Recordings"
"Exceptional Records"
"EXERCISE1 Records"
"Exit Records"
"Exodus Records"
"Exponential"
"Extasy Records"
"Extreme Records"
"Eye Industries"
"Eye Of The Storm Records"
"Eye Q"
"Eyeball Records"
"F Project"
"F5 Records"
"Facedown Records"
"Factory Records"
"Faith &amp; Hope"
"Failsafe Records"
"Falcon Records"
"Fall Records"
"Falling A Records"
"Fall of the West Records"
"Fallout Records"
"F\303\244llt"
"Fanfare Records"
"Fania Records"
"Fantastic Plastic Records"
"Fantasy Records"
"Fascination Records"
"Fast Product"
"Fat Cat Records"
"Fat City Recordings"
"Fat Possum Records"
"Fat Wreck Chords"
"Fatal Recordings"
"Fathme Records"
"Faultline Records"
"Favored Nations"
"FAX +49-69/450464"
"F-Beat Records"
"FCommunications"
"Fearless Records"
"Federal Records"
"Fellside Records"
"Felsted Records UK"
"Fenway Recordings"
"Ferret Music"
"Fervent Records"
"Fervor Records"
"Festival Distribution"
"Festival Records"
"FETO Records"
"Fever Records"
"FFRR Records"
"Fiction Records"
"Fiddler Records"
"Fidelity Records"
"Field Records"
"Fierce Angel"
"Fierce Panda Records"
"Fifth Colvmn Records"
"Film Score Monthly"
"FILMguerrero"
"Filthy Note"
"Final Stand Records"
"Finger Lickin' Records"
"Fingerprint Records"
"Finiflex Records"
"F-IRE Collective"
"Fire Records (UK)"
"Fire Records"
"Firebox Records"
"Firefly Sessions"
"Firestar Records"
"Firewall Division"
"First Avenue Records"
"First National Records"
"Fitamin Un"
"Five Musicians"
"Flair Records"
"Flameshovel Records"
"Flashover Recordings"
"Flashpoint Music"
"Flawless Records"
"Fledg'ling Records"
"Flemish Eye"
"Flesh Bone Incorporated"
"Flesh Eating Ants Records"
"Flicker Records"
"Flicknife Records"
"Flip Records (1950s)"
"Flip Records (1994)"
"Flipmode Entertainment"
"Fly Records"
"Flying Fish Records"
"Flying Nun Records"
"Flying Rhino Records"
"Flying Tart"
"Flyright Records"
"Flyte Tyme Records"
"FM Records"
"FMP (Free Music Production)"
"FMR Records"
"Focus Group Holdings Limited"
"Fog City Records"
"Fogarty's Cove Music"
"Foldback Records"
"Folk-Legacy Records"
"Folkways Records"
"Fonal Records"
"Fondle 'Em Records"
"Fonotipia Records"
"Fonovisa Records"
"Fontana Records"
"Food Records"
"Fools of the World"
"Forced Exposure"
"Forces of Satan Records"
"The Ford Plant"
"ForeFront Records"
"Foreshadow"
"Formation Records"
"Fort Knocks Entertainment"
"Fortissimo Records"
"Fortune Records"
"Four Music"
"Four Star Records"
"Fourth And Broadway Records"
"Fourth Dimension Records"
"Fowl Records"
"Fraternity Records"
"FRE Records"
"Fractured Transmitter Recording Company"
"Freak Recordings"
"Freakdance Records"
"Fred Records"
"Freedom From"
"Freedom Records"
"Freestyle Dust"
"Freeworld Entertainment"
"Free-Will"
"Frenchkiss Records"
"Fresh Records (UK)"
"Fresh Records (US)"
"Freshly Squeezed Music"
"Freeground Records"
"Friendly Fire Recordings"
"Fringe Product"
"Frog Pad Records"
"Frog Records"
"Frogville Records"
"Frontier Records"
"Frontiers Records"
"Frontline Records (1980s)"
"FS Studios"
"FSUK Records"
"FTD Records"
"Fuel 2000"
"Fueled by Ramen"
"Fueradeserie!"
"Full Cycle Recordings"
"Full Moon Productions"
"Full Moon Records (US)"
"Fullsteam Records"
"Full Surface Records"
"Funtrip Records"
"Fury Records"
"Fusion III"
"Future Farmer Records"
"Future Sound Corporation"
"G7 Welcoming Committee Records"
"Galaxy Records"
"Galaxy21 Music"
"Galilee of the Nations"
"Gallo Record Company"
"Gamble Records"
"Gamm"
"Gangsta Advisory Records"
"Ganja Records"
"Gan-Shin"
"Gear Fab Records"
"Gearhead Records"
"Gee Records"
"Gee Street Records"
"Geffen Records"
"Gekko Records"
"General Records"
"General Records (1972)"
"Gennett Records"
"genre b.goode"
"Genshi Media Group"
"Gern Blandsten Records"
"Geska Records"
"Get Low Recordz"
"Geykido Comet Records"
"G-Funk Entertainment"
"Ghetto Ruff"
"Ghost Box Music"
"Ghostly International"
"Ghostlight Records"
"Ghostmeat Records"
"Giant Records"
"Giant Records"
"Giant Step"
"Giantslayer Records"
"Gift Records"
"Gifted Records"
"Gigantic Music"
"Giorno Poetry Systems"
"Giza Studio"
"Gladiator Records"
"Glasgow Underground Recordings"
"Glitch Mode Recordings"
"Glitterhouse Records"
"Global Trance Network"
"Glowworm Records"
"Glurp"
"GMA Records"
"GMM Grammy"
"GMT Records"
"GMV Nashville"
"Gnomonsong"
"GNP Crescendo Record Co."
"Go Feet Records"
"Go-Kart Records"
"Go-Kustom Rekords"
"Go! Beat Records"
"Godzilla Entertainment"
"Gold Castle Records"
"Gold Label Records"
"Gold Mind Records"
"Gold Mountain Records"
"Gold Standard Laboratories"
"Gold Star Music"
"Gold Star Records"
"Golden Era Records"
"Golden World Records"
"Goldenrod Records"
"The Goldmind Inc."
"Gone Records"
"Goner Records"
"Good Entertainment"
"Good Looking Records"
"GOOD Music"
"Good Records"
"Good Time Jazz Records"
"Good Vibrations"
"Gooom Disques"
"Gordy Records"
"Gospel Truth Records"
"GospoCentric Records"
"Gotee Records"
"Gourd Music"
"Gramavision Records"
"Gramm"
"Gramophone Company"
"Granary Music"
"Grand Award Records"
"Grand Central Records"
"Grand Hustle Records"
"Le Grand Magistery"
"Grand Production"
"Grand Royal"
"Grand Sport Records"
"Grateful Dead Records"
"Graveface Records"
"Gravity DIP Records"
"Gravity Records"
"Great Big Mouth Records"
"Green Cookie Records"
"Green Label"
"Green Linnet Records"
"Greenhouse Music"
"Greensleeves Records"
"Greentrax Recordings"
"Gregmark Records"
"Grenadine Records"
"Grey Gull Records"
"Greyday Productions"
"Groove Records"
"The Groove Thing"
"Group 2101"
"GRP Records"
"GRRR Records"
"Grunt Records"
"GTO Records"
"Guerilla Records"
"Guided Missile"
"GUN Records"
"G-Unit Records"
"Gusto Records"
"Gut Records"
"Guy Cloutier Communications"
"Gwarn Music"
"GWR Records"
"H&amp;L Records"
"Hachama"
"Hades Records"
"Hairy Wolf Records"
"Hakatak International"
"Half A Cow"
"Hall Of Fame Records"
"Hall of Sermon"
"Hallmark Records"
"Hallucination Recordings"
"Hamilton Records"
"Hammermill Records"
"Hammock Music"
"Hands Productions"
"Handsome Boy Records"
"Hangars Liquides"
"Hangman Records"
"Hanna Barbera Records"
"Hannibal Records"
"Hansa Records"
"Hanson Records"
"Happy Couples Never Last"
"Happy Happy Birthday To Me Records"
"HappySad Records"
"Happy Tiger Records"
"Hardleaders"
"Hardrush Music"
"Hardwood Records"
"Harlekijn"
"Harmolodics"
"Harmonia Mundi"
"Harriet Records"
"Harthouse"
"Harvest Records"
